CourseNo,CourseNameAra,CourseNameEng,CourseCode,CourseCH,TheoreticalCH,PracticalCH,CourseDescAra,CourseDescEng,CourseObjAra,CourseObjEng,WCourseDescAra,WCourseDescEng,WCourseObjAra,WCourseObjEng,DepartmentNo
"560","صيانة أنظمة التبريد وتكييف الهواء","COMERTIAL AND INDUSTRIAL REFRIGERATION","MEE92211","2","1","1","","","","","","","","","2"
"561","تدريب ميداني 2","FIELD TRAINING II","MEE02211","2","0","2","","","","","","","","","2"
"562","مشروع التخرج","GRADUATION PROJECT","MEE02206","2","0","2","","","","","","","","","2"
"563","تكنولوجيا التيار المتناوب","ALTERNATING CURRENT TECHNOLOGY","EEE82109","2","2","0","","","","","","","","","2"
"564","القياسات الكهربائية","ELECTRICAL MEASUREMENTS","EEE12108","2","2","0","","","","","","","","","2"
"565","الأنظمة و السلامة","INDUSTRIAL ORGANIZATION AND SAFETY","EEE13112","3","3","0","","","","","","","","","2"
"566","الآلات الكهربائية","ELECTRICAL MACHINES","EEE83102","3","3","0","","","","","","","","","2"
"567","الرسم التقني الكهربائي","TECHNICAL ELECTRICAL DRAWING","EEE11109","1","0","1","","","","","","","","","2"
"568","ورشة اساسيات الكهرباء II","BASIC ELECTRICAL WORKSHOP II","EEE11108","1","0","1","","","","","","","","","2"
"569","الإلكترونيات","ELECTRONICS","EEE13103","3","3","0","","","","","","","","","2"
"570","تكنولوجيا التيار المتناوب(عملي)","ALTERNATING CURRENT TECHNOLOGY (PRACTICAL)","EEE81207","1","0","1","","","","","","","","","2"
"571","الإلكترونيات(عملي)","ELECTRONICS (PRACTICAL)","EEE11203","1","0","1","","","","","","","","","2"
"572","القياسات الكهربائية(عملي)","ELECTRICAL MEASUREMENTS (PRACTICAL)","EEE11206","1","0","1","","","","","","","","","2"
"573","الإنارة والتركيبات الكهربائية","LIGHTNING AND ELECTRICAL INSTALLATIONS","EEE83201","3","3","0","","","","","","","","","2"
"574","التمديدات الصناعية","INDUSTRIAL WIRING","EEE82202","2","2","0","","","","","","","","","2"
"575","الأنظمة ثلاثية الأطوار","THREE PHASE SYSTEMS","EEE82203","2","2","0","","","","","","","","","2"
"576","الأنظمة و السلامة(عملي)","INDUSTRIAL ORGANIZATION AND SAFETY (PRACTICAL)","EEE11204","1","0","1","","","","","","","","","2"
"577","الأنظمة ثلاثية الأطوار(عملي)","THREE PHASE SYSTEMS (PRACTICAL)","EEE81204","1","0","1","","","","","","","","","2"
"578","شبكات النقل و التوزيع","TRANSMISSION AND DISTRIBUTION NETWORKS","EEE82208","2","2","0","","","","","","","","","2"
"579","الآلات الكهربائية(عملي)","ELECTRICAL MACHINES (PRACTICAL)","EEE81209","1","0","1","","","","","","","","","2"
"580","التحكم الصناعي","INDUSTRIAL CONTROL","EEE62210","2","2","0","","","","","","","","","2"
"581","التحكم الصناعي(عملي)","INDUSTRIAL CONTROL (PRACTICAL)","EEE61211","1","0","1","","","","","","","","","2"
"582","التصميم الداخلي للمنشأت","INTERIOR DESIGN ELECTRICAL PLAN","EEE11212","1","0","1","","","","","","","","","2"
"583","الإنارة والتركيبات الكهربائية(عملي)","LIGHTNING AND ELECTRICAL INSTALLATIONS (PRACTICAL)","EEE81211","1","0","1","","","","","","","","","2"
"584","المواصفات و المقايس الكهربائية","ELECTRICAL STANDARDS AND SPECIFICATIONS","EEE12213","2","2","0","","","","","","","","","2"
"585","تطبيقات الهواتف الذكية","SMARTPHONES APPLICATIONS","EEE43584","3","2","1","","","","","","","","","1"
"586","جودة البرمجيات","SOFTWARE QUALITY","EEE43589","3","2","1","","","","","","","","","2"
"587","أمن البيانات","DATA SECURITY","EEE43585","3","2","1","","","","","","","","","1"
"588","فيزياء عامة I","GENERAL PHYSICS I","ACD04152","4","3","1","","","","","","","","","2"
"589","فيزياء عامة II","PHYSICS II","ACD04154","4","3","1","","","","","","","","","2"
"590","الخوارزميات وتركيب البيانات","ALGORITHMS AND DATA STRUCTURES","EEE43254","3","2","1","","","","","","","","","1"
"591","أساليب البحث العلمي","METHODS OF SCIENTIFIC RESEARCH","EEE03200","3","3","0","","","","","","","","","2"
"592","التكنولوجيا والمجتمع","TECHNOLOGY & SOCIETY","EEE03355","3","3","0","","","","","","","","","2"
"593","برمجة مرئية","VISUAL PROGRAMMING","EEE43599","3","2","1","","","","","","","","","1"
"594","أساسيات المنطق الرقمي","DIGITAL LOGIC FUNDAMENTALS","EEE14356","4","3","1","","","","","","","","","2"
"595","تصميم الأنظمة الرقمية","DIGITAL SYSTEMS DESIGN","EEE14357","4","3","1","","","","","","","","","2"
"596","معمارية الحاسوب","COMPUTER ARCHITECTURE","EEE43358","3","2","1","","","","","","","","","1"
"597","برمجة إنترنت وتطبيقاته I","INTERNET PROGRAMMING AND APPLICATIONS I","EEE43595","3","2","1","","","","","","","","","1"
"598","مقدمة في المعالجات الدقيقة","INTRODUCTION TO MICROPROCESSORS","EEE44460","4","3","1","","","","","","","","","2"
"599","برمجة إنترنت وتطبيقاته II","INTERNET PROGRAMMING AND APPLICATIONS II","EEE43596","3","2","1","","","","","","","","","1"
"600","شبكات الحاسوب","COMPUTER NETWORKS","EEE43469","3","2","1","","","","","","","","","2"
"601","قواعد البيانات المتقدمة","ADVANCED DATABASE","EEE43580","3","2","1","","","","","","","","","1"
"605","فن الخدع السينمائية والمؤثرات البصرية","VISUAL EFFECTS ART AND CINEMATIC TRICKS","CMP43207","3","1","2","","","","","","","","","1"
"606","مواضيع مختارة I","SELECTED TOPICS I","CMP43106","2","0","2","","","","","","","","","1"
"610","الإحصاء","STATISTICS","ACD03255","3","2","1","","","","","","","","","6"
"612","برمجة ويب","WEB PROGRAMMING","CMP13451","3","1","2","","","","","","","","","1"
"614","الوسائط المتعددة للإنترنت","MULTIMEDIA FOR INTERNET","CMP43352","3","1","2","","","","","","","","","1"
"617","بحوث العمليات","OPERATIONS RESEARCHS","BUS13458","3","2","1","","","","","","","","","3"
"618","قانون المعاملات التجارية والالكترونية","COMMERCIAL TRANSACTIONS LAW","BUS03351","3","3","0","","","","","","","","","3"
"620","الأعمال الالكترونية","E-BUSINESS","BUS13361","3","2","1","","","","","","","","","3"
"622","التجارة الالكترونية","E-COMMERCE","BUS53352","3","2","1","","","","","","","","","3"
"624","نظم إدارة المحتوى CMS","CONTENT MANAGMENT SYSTEM (CMS)","CMP13453","2","0","2","","","","","","","","","1"
"626","أمن البيانات والشبكات","DATA SECURITY AND NETWORKS","CMP33454","3","2","1","","","","","","","","","1"
"627","التسويق الالكتروني","E-MARKETING","BUS53461","3","2","1","","","","","","","","","3"
"628","تاريخ القدس","JERUSALEM HISTORY","ACD03120","3","3","0","","","","","","","","","6"
"629","مساق اختياري","ELECTIVE COURSE","BUS03000","3","3","0","","","","","","","","","3"
"630","طباعة باللغة العربية","TYPING ARABIC","BUS04000","2","0","2","","","","","","","","","3"
"634","I رسم حر","FREE DRAWING I","FSH12101","2","1","1","رسم حر","رسم حر","رسم حر","رسم حر","رسم حر","رسم حر","رسم حر","رسم حر","4"
"635","طباعة (2) باللغة الإنجليزية","TYPING(2) IN ENGLISG","BUS04001","2","0","2","","","","","","","","","3"
"636","طباعة III","TYPING III","BUS13208","2","0","2","","","","","","","","","3"
"637","II رسم حر","FREE HAND DRAWING II","FSH12102","2","1","1","","","","","","","","","4"
"638","الرسم والتلوين باستخدام الحاسوب","DRAWING &  COLORING USING COMPUTER","FSH12103","2","1","1","","","","","","","","","2"
"639","التشكيل على المانيكان","DRAPPING ON MANNEQUIN","FSH12104","2","1","1","","","","","","","","","4"
"640","I تفصيل وخياطة الملابس النسائية","DESIGN AND CLOTHES MAKING OF WOMEN S WEAR I","FSH32101","2","0","2","","","","","","","","","4"
"641","I إعداد الباترونات","PATTERN DRAWING I","FSH22100","2","0","2","","","","","","","","","4"
"642","تكنولوجيا الخياطة","SEWING TECHNOLOGY","FSH33100","3","1","2","","","","","","","","","4"
"644","مبادئ تصميم الأزياء","FASHION DESIGN PRINCIPLES","FSH12100","2","2","0","","","","","","","","","4"
"645","II إعداد الباترونات","PATTREN DESIGN II","FSH22201","2","0","2","","","","","","","","","4"
"646","II تفصيل وخياطة الملابس النسائية","SEWING AND CLOTHES MAKING OF WOMEN S WEAR II","FSH32202","2","0","2","","","","","","","","","4"
"647","التطريز","EMBROIDERY","FSH42200","2","0","2","","","","","","","","","4"
"648","إعداد مخططات باستخدام الحاسوب","PREPARING DIAGRAMS USING COMPUTER","FSH22202","2","0","2","","","","","","","","","4"
"649","تدريب ميداني I","FIELD TRAINING I","FSH43201","3","0","3","","","","","","","","","4"
"650","تسويق المنتجات","PRODUCTS MARKETING","BUS03205","3","3","0","","","","","","","","","3"
"651","أشغال فنية","WORKS OF ART","FSH43202","3","1","2","","","","","","","","","4"
"652","تفصيل وخياطة الملابس الرجالية","SEWING AND CLOTHES MAKING OF MEN S WEAR","FSH32203","2","0","2","","","","","","","","","4"
"653","تفصيل وخياطة ملابس الأطفال","SEWING AND CLOTHES MAKING OF CHILDREN S WEAR","FSH32204","2","1","1","","","","","","","","","4"
"654","الإتصال الفعال","EFFECTIVE COMMUNICATION","BUS02205","2","2","0","","","","","","","","","3"
"655","II تدريب ميداني","FIELD TRAINING II","FSH43203","3","0","3","","","","","","","","","4"
"656","مشروع التخرج","GRADUATION PROJECT","FSH43204","3","0","3","","","","","","","","","4"
"657","مدخل إلى الإذاعة والتليفزيون","INTRODUCTION TO RADIO AND TELEVISION","DME13101","3","3","0","","","","","","","","","4"
"658","التصوير الفوتوغرافي","PHOTOGRAPHY","DME13102","3","2","1","","","","","","","","","4"
"659","الهندسة الصوتية","AUDIO ENGINEERING","DME13103","3","2","1","","","","","","","","","4"
"660","مدخل إلى الإعلام الإلكتروني","INTRODUCTION TO ELECTRONIC MEDIA","DME13104","3","3","0","","","","","","","","","4"
"661","الإعلام الجديد","NEW MEDIA","MED03114","3","3","0","","","","","","","","","4"
"662","مدخل إلى الإذاعة والتليفزيون","INTRODUCTION TO RADIO AND TELEVISION","MED03115","3","3","0","","","","","","","","","4"
"663","وسائل الإتصال الجماهيري","MASS COMMUNICATION MEDIA","MED03116","3","3","0","","","","","","","","","4"
"664","كيمياء عامة","GENERAL CHEMISTRY","NPH23150","3","2","1","","","","","","","","","6"
"665","فيزياء عامة","GENERAL PHYSICS","NPH03100","3","2","1","","","","","","","","","6"
"666","مبادئ الرياضيات","PRINCIPLES OF MATHEMATICS","HNP13150","3","3","0","","","","","","","","","6"
"667","I فرنسي","FRENCH LANGUAGE I","HNP12151","2","2","0","","","","","","","","","6"
"668","تاريخ وآثار فلسطين","HISTORY AND ARCHAEOLOGY OF PALESTINE","HNP12152","3","3","0","","","","","","","","","6"
"670","I اللغة الإنجليزية","ENGLISH LANGUAGE I","ACD03169","3","3","0","","","","","","","","","6"
"671","مصطلحات طبية","MEDICAL TERMINOLOGY","NPH23151","3","3","0","","","","","","","","","6"
"672","علم الأمراض","PATHOLOGY","NPH43254","3","3","0","","","","","","","","","6"
"673","إعلام الهاتف المحمول","MOBILE PHONE MEDIA","MED02116","2","2","0","","","","","","","","","4"
"677","انجليزي تجاري فني","TECHNICAL COMMERCIAL ENGLISH","ACD03003","3","3","0","","","","","","","","","6"
"681","أساسيات علوم الصحة *","PRINCIPILES OF HEALTH SCIENCE*","REM00000","3","3","0","","","","","","","","","6"
"682","تصوير تلفزيوني","TV FILMING","DME13105","3","2","1","","","","","","","","","4"
"683","المدونات والشبكات الاجتماعية","BLOGS AND SOCIAL MEDIA","DME23106","3","2","1","","","","","","","","","4"
"686","أساسيات الإدارة الصحية","FUNDAMENTALS OF HEALTH MANAGEMENT","NPH43151","2","2","0","","","","","","","","","6"
"689","كيمياء عضوية","ORGANIC CHEMISTRY","NPH23154","3","2","1","","","","","","","","","6"
"690","أساسيات الكيمياء التحليلية","PRINCIPILES OF ANALYTICAL CHEMISTRY","NPH33250","3","2","1","","","","","","","","","6"
"691","أساسيات الكيمياء الحيوية","PRINCIPILES OF BIOCHEMISTRY","NPH23255","3","3","0","","","","","","","","","6"
"692","علم التشريح ووظائف الأعضاء","ANATOMY AND PHYSIOLOGY","NPH43252","3","3","0","","","","","","","","","6"
"693","أساسيات الصحة العامة","PRINCIPILES OF PUBLIC HEALTH","NPH43253","3","3","0","","","","","","","","","6"
"695","أساسيات علم التغذية","PRINCIPILES OF NUTRITION SCIENCE","NPH33251","3","3","0","","","","","","","","","6"
"696","صحة الأم والطفل","MOTHER AND CHILD HEALTH","NPH43255","3","3","0","","","","","","","","","6"
"697","أخلاقيات المهنة والصحة المهنية","ETHICS AND VOCATIONAL HEALTH","NPH43256","3","3","0","","","","","","","","","6"
"698","مناهج البحث العلمي","RESEARCH METHODOLOGY","NPH23256","3","3","0","","","","","","","","","6"
"699","كيمياء حيوية تغذوية","NUTRITIONAL BIOCHEMISTRY","NPH33352","3","2","1","","","","","","","","","6"
"700","علم الأمراض المعدية والأوبئة","INFECTIOUS PATHOLOGY AND EPIDEMIOLOGY","NPH43357","3","3","0","","","","","","","","","6"
